0,1,2,3,4,5,6,7,8
-3.037516,2.6611028,1.0066862,-1.8670849,6.055582,4.5360713,-0.6920204,0.33940068,2.6606498
-3.309894,2.7698686,-0.88328356,-1.184427,4.9205675,4.8012943,-0.04300607,-3.163298,2.3478458
-1.114267,1.0014676,-0.49079973,-0.35368335,3.9678998,4.345375,0.6969229,-1.0329661,1.2922688
-4.825125,3.1110504,-1.2780129,-2.026496,5.2685604,6.2537594,0.9727079,-0.9623671,3.9562607
-3.7837348,3.521886,-0.68748885,-1.8220409,5.035566,4.685262,-0.1853317,-2.3657036,3.7652302
-4.016583,4.0139756,-1.6390685,-1.7042115,3.7855256,5.3286743,1.1395086,-1.4250522,4.4944906
-1.7578149,3.2545393,-1.5173827,-0.15256152,4.040642,4.306381,0.09945967,-1.9260765,1.8491927
-2.9095476,3.154474,-0.81788296,-0.4749818,6.4090714,6.1029444,-0.37623936,0.19642106,0.509954
0.88719,2.6482527,-2.2866156,3.390714,3.169484,3.8463192,2.0155952,-5.7544594,-0.6370317
-1.6174188,2.5687618,-1.8146428,-0.2290766,4.500696,5.054679,0.37349203,-0.7408604,2.055899
-3.6125827,2.794338,-0.3463785,-1.4803503,6.285553,5.132943,-0.693581,-1.9637249,2.3051357
-2.5140886,2.340315,-1.7348443,-1.2911825,4.316774,7.019121,0.83383,-1.6408496,1.8270416
0.6593472,3.0568545,-0.6104943,1.3349044,4.45549,4.5830293,0.44171187,-5.581731,0.6851767
-1.2159823,1.3954035,2.6813421,0.9883673,2.3971295,2.9975207,1.7988598,-5.0758953,-2.1940598
-3.7309172,3.688915,-0.5313963,-1.309922,5.5854673,6.1663446,-0.28413594,-1.8405282,1.0949244
-4.478366,4.7498746,-0.0032475702,-2.7792518,5.174844,5.6205015,-0.65108013,-2.3876443,3.7901635
-3.0183468,1.7390999,-0.2614377,-1.5443398,7.3702188,6.4360714,-1.0115138,-0.96496826,1.2904792
-2.5902195,2.896725,-1.1712605,-0.9093182,6.0515614,5.8561025,-0.1441969,0.7482047,2.3032413
-0.9482063,5.2017736,0.03729384,1.459082,4.2602286,3.9681969,0.46422073,-5.9801607,0.27152282
1.3230017,4.4052405,-0.9761198,3.6515484,4.0244136,1.6352736,0.11334901,-5.4528785,-0.6784419
1.1734772,4.8246746,-1.2059227,3.6518342,3.807754,2.0675175,0.44566974,-4.654688,-0.5947153
-3.033836,4.7106614,-1.18913,-1.2336212,3.5325916,5.387143,0.35219526,-2.0664816,2.4821947
-3.9165359,2.6222146,-0.53468055,-0.40870228,6.251658,4.8751636,-0.27642113,-2.5923128,0.5357511
0.41397297,2.9765482,-0.63217205,2.0001938,5.1642475,4.082168,0.43399414,-4.7039976,0.17460114
-3.9733565,4.675008,-0.8888901,-1.4950577,4.3802137,4.7469864,0.1596061,-1.8276561,3.4321454
0.102125295,5.0818048,-1.5115508,3.3189976,3.0475833,3.546138,1.4959202,-5.436102,-1.1070216
-3.261078,3.7066538,-0.46512312,-1.5783207,5.8447638,5.5937033,-0.687372,-0.9879133,2.3857117
0.5781063,5.209438,-0.6029201,2.8084838,4.0163794,2.6637223,0.19467023,-5.0392766,-0.29118413
-2.3804338,2.560043,-1.5928724,-1.2549638,5.0442586,6.660497,0.44642726,-0.15554145,2.4102588
1.8389325,2.15271,0.0060297735,2.9888775,3.60689,2.4600642,0.8158699,-5.2171774,-1.3533244
-0.14884388,4.500909,-0.3104996,1.671731,3.1531847,3.8178997,0.6574727,-8.103427,-0.29287916
-3.51333,4.0528474,-1.115507,-1.18533,4.8273354,6.9070168,0.39401972,-0.9763599,1.0869122
-4.106441,4.6315503,-1.1526755,-1.1409241,4.8375735,5.0897527,0.4465042,-0.3595018,3.213573
0.024499064,2.73722,0.9015459,2.6052344,2.2799528,3.6521904,1.6445441,-5.922884,-4.2226877
-3.8716636,3.4889512,-0.7977117,-0.51363075,5.3793716,4.222303,-0.022927113,-2.1948402,1.8342649
-3.788207,4.1402497,-1.4501866,-1.9713026,3.6340528,7.427771,1.0926989,-1.8221377,2.380655
-3.8882165,4.311434,-0.020784449,-2.3404562,5.559882,6.147989,-0.8509033,-2.1256275,2.3930657
0.20050609,6.507555,-1.8632487,3.7435522,1.7726008,2.9295247,1.7946157,-5.583992,-1.021094
-2.6125941,4.581351,-1.6036733,0.013289005,3.9571283,4.7873516,0.5150374,-0.61611587,1.5588882
-0.12459599,6.3427615,-1.7100327,3.3992596,2.336819,3.3455143,1.7744703,-4.7899475,-0.6554339
1.0900542,3.1600463,-1.4824382,2.0412874,3.4498198,5.6072726,1.2834258,-5.5763803,-0.79335093
